index,name,place_id,lat,lng,city,state,grade,usa,iac,hm,tsa,nfo,vehicles,phone,fax,account,email,phone2,notes,contact
850,L&P Delivery,,0,0,Jackson,MO,3,0,0,0,0,0,n,(573) 243-0966,,,,c: 573-450-1463,,
851,Checker Cab,,0,0,Jefferson City,MO,3,0,0,0,0,0,n,(573) 636-7101,(573) 636-5328,,,,$10 Flat Rate,Tom
852,AAA Cab,,0,0,Joplin,MO,3,0,0,0,0,0,n,(417) 781-8294,(417) 623-0086,,,,,Brad
853,Ketcham Enterprises,,0,0,Joplin,MO,3,0,0,0,0,0,n,(417) 455-3428,,,,,,
854,American Expediting,,0,0,Kansas City,MO,3,0,1,0,0,0,n,(800) 288-0345,,,,,,
855,ASAP Delivery,,0,0,Kansas City,MO,1,0,0,0,0,0,n,(800) 377-9028,(816) 505-9970,,,,,
856,B&B Transfer,,0,0,Kansas City,MO,4,0,0,1,0,0,n,(913) 541-9090,,,,,,Brian
857,Capital Express ,,0,0,Kansas City,MO,3,0,0,0,0,0,n,(816) 920-7500,,#46817,kcops@capitalexpress.biz,,,
858,Couriers Inc.,,0,0,Kansas City,MO,3,0,0,0,0,0,n,(816) 920-6700,(816) 920-5966,#1116,twiabel@couriersinc.com,,check price,Adam
859,Crossroad Couriers,,0,0,Kansas City,MO,4,0,0,0,0,0,n,(816) 595-1818,,#12841,KC@CROSSROADSCOURIER.COM,,,
860,D&B Courier and legal services,,0,0,Kansas City,MO,3,0,0,0,0,0,n,(913) 362-8110,(913) 362-8118,,bill@dandblegalservices.com ,c: 913-963-1279,,Bill Powell
861,Henry Industry,,0,0,Kansas City,MO,3,0,0,0,0,0,n,(816) 221-9611,,,kccsr@henryind.com,,,
862,JS Logistics,,0,0,Kansas City,MO,3,0,0,0,0,0,n,(816) 221-8799,,#K941,,,,
863,SBC Global,,0,0,Kansas City,MO,3,0,0,0,0,0,n,(816) 896-2057,,,,,,Anthony
864,Front Page Transportation,,0,0,Liberty,MO,3,0,0,0,0,0,n,(816) 415-0222,,,,,,
865,Magic City Delivery,,0,0,Moberly,MO,3,0,0,0,0,0,n,(660) 833-4482,,,,,,
866,Ketcham Enterprises,,0,0,Neosho,MO,3,0,0,0,0,0,n,(417) 455-3428,,,,,,
867,SDS,,0,0,Poplar Bluff,MO,5,0,0,0,0,0,n,(573) 778-9955,,,,573-429-3583,,Chad
868,First Capital Courier,,0,0,Saint Charles,MO,3,0,0,0,0,0,n,(636) 946-9775,,,,,,#3176
869,Harwell Express,,0,0,Saint Charles,MO,3,0,0,0,0,0,n,(314) 800-3479,,,,,good rates,Jeff
870,ASAP Land Express,,0,0,Springfield,MO,1,0,0,0,0,0,n,(417) 873-9912,(417) 873-9914,,,,,
871,Conners Express,,0,0,Springfield,MO,3,0,0,0,0,0,n,(417) 887-8551,(417) 532-6918,,,,,Pat 
872,Scott Express,,0,0,Springfield,MO,3,0,0,0,0,0,n,(417) 863-6246,(417) 863-8649,,,h: 417-848-0252,,
873,Bucks Delivery,,0,0,St Joseph,MO,3,0,0,0,0,0,n,(816) 390-0100,(816) 238-0904,,,,"5807 s 18th St, St Josephs, MO 64504",
874,Go-Fer Errands,,0,0,St Joseph,MO,3,0,0,0,0,0,n,(816) 425-2856,,,peggy@ecsmo.com,,,
875,cardinal messenger,,0,0,St Louis,MO,3,0,0,0,0,0,n,(636) 928-1743,(636) 928-2528,,,,check price,
876,Crossroad Couriers,,0,0,St Louis,MO,4,0,0,0,0,0,n,(314) 222-4000,,#12840,ground@crossroadscourier.com,,,
877,Lane Express,,0,0,St Louis,MO,3,0,0,0,0,0,n,(314) 357-2155,,,,,,Nermin
878,Serpo (Adcom-Courier inc),,0,0,St Louis,MO,3,0,0,0,0,0,n,(314) 209-7516,(314) 209-0437,,,,check price,
879,Access Courier,,0,0,St. Louis,MO,3,0,0,0,0,0,n,(636) 429-8000,(636) 429-6622,,,314-968-5800x296,,Kevin
880,First Choice,,0,0,St. Louis,MO,3,0,0,0,0,0,n,(314) 895-6123,(314) 895-6138,,,c: 314-518-7522,,Val
881,JS Logistics,,0,0,St. Louis,MO,3,0,0,0,0,0,n,(800) 814-2634,(866) 282-1457,#4424,,314-832-6008,,Mark Ruzicka
882,ETS,,0,0,Warrensburg,MO,3,0,0,0,0,0,n,(660) 624-4120,,,,,,Jackson
883,Richard Wallerich,,0,0,Clinton ,MS,3,6183,0,0,0,0,n,(601) 813-2239,,,,,am and eve only,
884,Jimmy Shirley ,,0,0,Columbus,MS,3,6164,0,0,0,0,n,(662) 549-8253,,,,,,
885,On time Taxi,,0,0,Columbus,MS,3,0,0,0,0,0,n,(662) 241-6600,,,,,,
886,Preferred Courier,,0,0,Columbus,MS,2,0,0,0,0,0,n,(662) 574-0614,,,,,$$$,John
887,Gene's Errand,,0,0,Greenville,MS,3,0,0,0,0,0,n,(662) 347-2401,,,,,,
888,Neely's Cab Co.,,0,0,Grenada,MS,3,0,0,0,0,0,n,(662) 226-1414,(662) 226-1414,,,,,Jimmy
889,Airport Casino Taxi,,0,0,Gulfport,MS,3,0,0,0,0,0,n,(228) 596-5220,,,,,,Lisa Leisy
890,Hairston Express,,0,0,Gulfport,MS,4,0,0,0,0,0,n,(228) 380-0254,,,harland@hairstonexpress.com,,,
891,Richard Smith Cab,,0,0,Gulfport,MS,4,0,0,0,0,0,n,(228) 234-7433,,,,,,
892,Yellow Cab,,0,0,Gulfport,MS,3,0,0,0,0,0,n,(228) 385-7777,(228) 385-7743,,,Jeff: 228-213-7494,,
893,Elite Limo,,0,0,Hattiesburg,MS,3,0,0,0,0,0,n,(601) 402-8653,,,INFO@ELITELIMO-MS.COM,,min rate $150,
894,A Taxi & Courier,,0,0,Jackson,MS,3,0,0,0,0,0,n,(601) 720-2971,,,,,,
895,Big John Taxi,,0,0,Jackson,MS,3,0,0,0,0,0,n,(601) 609-2076,,,,,,
896,Douglas Express Delivery,,0,0,Jackson,MS,3,0,0,0,0,0,n,(601) 355-8995,(601) 355-8669,,,,,Don Weiss
897,Express Courier,,0,0,Jackson,MS,3,0,1,0,0,0,n,(601) 936-6400,(601) 933-0970,,,,,
898,City Taxi,,0,0,Mccomb,MS,3,0,0,0,0,0,n,(601) 250-5493,,,,,,John
899,Nelson Enterprises,,0,0,Mccomb,MS,3,0,0,0,0,0,n,(601) 684-2922,(601) 250-1124,,,,local only-long $$$,Michelle
900,Blue Wave Courier,,0,0,Ocean Springs,MS,4,0,0,0,0,0,n,(228) 209-3237,,,,,,
901,Bulldog Taxi,,0,0,Starkville,MS,3,0,0,0,0,0,n,(662) 312-5003,(662) 510-0233,,,o: 662-341-0105,$1-mi rt,
902,Critelli Couriers,,46.003872,-112.5408684,Billings,MT,3,0,0,0,0,0,n,(866) 654-1761,(406) 254-1511,,,,,
903,Delivery 2 U,,0,0,Billings,MT,3,0,1,0,0,0,n,(406) 652-1182,,,,c: 406-670-6228,IAC# NC1204006,Cody
904,Doreen's Delivery,,0,0,Billings,MT,3,0,0,0,0,0,n,(406) 248-9042,,,,,"mail check to: Doreen Amber, 2119 Pueble Dr., Billings, MT 59102",Doreen Amber
905,Magic City,,0,0,Billings,MT,3,0,0,0,0,0,n,(406) 272-2311,,,,,good rates,
906,Redjet Couriers,,0,0,Billings,MT,3,0,0,0,0,0,n,(406) 598-0308,,,,,,
907,Amazing Adventure,,0,0,Bozeman,MT,3,0,0,0,0,0,n,(406) 223-5344,,,,,,
908,Greater Valley Cab,,0,0,Bozeman,MT,3,0,0,0,0,0,n,(407) 587-6303,,,,,,
909,Mercury Errands,,0,0,Bozeman,MT,3,0,0,0,0,0,n,(406) 600-9925,,,james33scully@gmail.com,,,james scully
910,Move It,,0,0,Bozeman,MT,3,0,0,0,0,0,n,(406) 579-8596,,,,,,
911,Critelli Couriers,,0,0,Butte,MT,3,0,0,0,0,0,n,(888) 868-4340,(406) 782-4310,,,,,
912,A&A Carriers,,0,0,Great Falls,MT,3,0,0,0,0,0,n,(888) 593-7343,(406) 727-2530,,,"406-727-2505, 406-868-1188",$$$ get quote,
913,Andrea Walsh,,0,0,Great Falls,MT,3,6295,0,0,0,0,n,(406) 231-2705,,,,,,
914,Marilyn Rustvold ,,0,0,Great Falls,MT,4,6323,0,0,0,0,n,(406) 899-9526,,,,,,
915,Paul Towers,,0,0,Great Falls,MT,4,6324,0,0,0,0,n,(406) 799-8821,,,,,,
916,Bitterroot Taxi,,0,0,Hamilton,MT,3,0,0,0,0,0,n,(406) 361-1964,,,,,covers Missoula,
917,Capitol Taxi & courier,,0,0,Helena,MT,3,0,0,0,0,0,n,(406) 443-3256,,,,,idiots but no choice,
918,Helena Town Car,,0,0,Helena,MT,3,0,0,0,0,0,n,(406) 437-8585,,,,,,
919,Arrow Shuttle,,0,0,Kalispell,MT,3,0,0,0,0,0,n,(406) 300-2301,,,,,,
920,Go 4 u Freight,,0,0,Kalispell,MT,3,0,0,0,0,0,n,(406) 752-7043,(406) 752-4955,,,,,Clay
921,Medical Courier,,0,0,Kalispell,MT,3,0,0,0,0,0,n,(406) 885-6933,,,,,,Don Nelson
922,S&L Couriers,,0,0,Kalispell,MT,3,0,0,0,0,0,n,(931) 250-2407,,,p4freedom@outlook.com,,,
923,David Knight ,,0,0,Missoula,MT,3,6317,0,0,0,0,n,(406) 274-1226,,,,,,
924,David Knight ,,0,0,Missoula,MT,4,6317,0,1,0,0,n,(406) 274-1226,,,,,,
925,Jay Gilmartin ,,0,0,Missoula,MT,3,6325,0,0,0,0,n,(406) 240-5249,,,,,,
926,Justin Lattin ,,0,0,Missoula,MT,3,6318,0,1,0,0,n,(406) 961-1565,,,,,,
927,Kent Lewis,,0,0,Missoula,MT,3,6303,0,1,0,0,n,(406) 370-2696,,,,,,
928,Yellow Cab,,0,0,Missoula,MT,3,0,0,0,0,0,n,(406) 543-6645,(406) 327-0593,,,,,Jerry
929,Mission Mountain Express,,0,0,Plains,MT,3,0,0,0,0,0,n,(406) 546-9457,,,,,,Brian
930,Hockaday Courier,,0,0,Whitefish,MT,3,0,0,0,0,0,n,(606) 212-5953,,,,,,
931,Michel Mexico Courier Service,,0,0,Mexico City,MX,4,0,0,0,0,0,n,(777) 322-6644,(555) 639-4613,,michel_mexico@hotmail.com,,,Michel
932,Asheville Courier Inc.,,0,0,Asheville,NC,4,0,0,0,0,0,n,(877) 258-7874,(828) 277-5157,,,,,Jon
933,B2B Courier Service,,0,0,Asheville,NC,4,0,0,0,0,0,n,(336) 525-1554,,,,,,
934,Checker Cab,,0,0,Asheville,NC,3,0,0,0,0,0,n,(828) 243-7128,,,,828-254-1155,,
935,Good Neighbor Services,,0,0,Asheville,NC,4,0,0,0,0,0,n,(828) 231-6741,,,,,,
936,Jackson Courier,,0,0,Asheville,NC,1,0,0,0,0,0,n,,,,,,idiot,
937,Kelley's Courier,,0,0,Asheville,NC,2,0,0,0,0,0,n,(828) 299-4926,,,,,$$$$,
938,Millhouse Logistics,,0,0,Asheville,NC,3,0,0,0,0,0,n,(828) 505-8484,(828) 505-8485,,,,,
939,Christina Rice,,0,0,Chapel Hill,NC,3,0,0,0,0,0,c,(919) 928-3339,,,christina_rice@yahoo.com,,,Christina
940,American Expediting Company,,0,0,Charlotte,NC,3,0,1,0,0,0,n,(704) 523-5090,,,,,,11454
941,Courier Net,,0,0,Charlotte,NC,5,0,0,0,0,0,n,(704) 391-7700,,#20069,,,,
942,Dash ,,0,0,Charlotte,NC,5,0,1,0,0,0,n,(888) 755-3274,(704) 527-6580,,,Billing: 704-816-1087,,
943,DIAL 4 DELIVERY,,0,0,Charlotte,NC,3,0,0,0,0,0,n,(704) 374-0444,(704) 521-9325,,,,,MIKE RAMANO
944,DSL Express,,0,0,Charlotte,NC,3,0,0,0,0,0,n,(803) 207-4279,(764) 756-2207,,,,,
945,B2B Courier Service,,0,0,Conway,NC,3,0,0,0,0,0,n,(336) 525-1554,,,,,,
946,A Plus Delivery,,0,0,Durham,NC,3,0,0,0,0,0,n,(919) 957-9200,(919) 572-0900,,aplusdelivery@earthlink.net,,,Pat
947,A+Delivery Service,,0,0,Durham,NC,3,0,0,0,0,0,n,(919) 572-2900,(919) 572-0900,,,,,Tom
948,Tony's Delivery Service,,0,0,Durham,nc,3,0,0,0,0,0,n,(919) 598-1035,(919) 957-9835,,,,,Tony
949,Moore's Taxi,,0,0,Elizabeth City,NC,3,0,0,0,0,0,n,,,,,,send check same day,
950,DK Transportation,,0,0,Fayetteville,NC,3,0,0,0,0,0,n,(646) 762-8453,,,,,,
951,Roadrunners Courier Service,,0,0,Fayetteville,NC,3,0,0,0,0,0,n,(910) 826-8580,(910) 826-8581,,ROADRUNNERS93@gmail.com,"c: 910-237-2220, p: 910-825-9997",,Jerry
952,B2B Courier Service,,0,0,Forest City,NC,3,0,0,0,0,0,n,(336) 525-1554,,,,,,
953,Blue Wing Courier,,0,0,Garner,NC,3,0,0,0,0,0,n,(919) 779-9464,(919) 779-0375,,,,3-4 of state,bOB
954,Hockaday Courier,,0,0,Goldsboro,NC,3,0,0,0,0,0,n,(919) 999-7493,,,,,,
955,Dash Courier Service,,0,0,Greensboro,NC,3,0,1,0,0,0,n,(336) 856-8995,,,,,,
956,Gate City Security,,0,0,Greensboro,NC,3,0,0,0,0,0,n,(336) 294-9505,(336) 854-3173,,,,,
957,Courtesy cab,,0,0,Greenville,NC,3,0,0,0,0,0,n,(252) 752-2301,(252) 383-0621,,,,,Justin
958,Courtesy cabs & Courier Service,,0,0,Greenville,NC,3,0,0,0,1,0,n,(252) 757-1558,(252) 757-8764,,israelfornville@yahoo.com,,if@courtesytransportation1.com,Isreal
959,DTS Express Courier,,0,0,Greenville,NC,3,0,0,0,0,0,n,(252) 757-0728,,,transservicesnc@gmail.com,,,
960,Yellow Diamond Cab,,0,0,Hickory,NC,3,0,0,0,0,0,n,(828) 322-3220,(828) 322-3221,,,"c: 828-228-5393, John: 828-320-6858",,Ron
961,Action Courier ,,0,0,High Point,NC,3,0,0,0,0,0,n,(336) 885-6572,,,,,Pick up,
962,C&C,,0,0,High Point,NC,4,0,0,0,0,0,n,(336) 454-0411,,,,,,
963,New Liberty Cab,,0,0,Jacksonville,NC,3,0,0,0,0,0,n,(910) 939-4979,,,,c: 910-545-6277,,
964,Julio Santacruze,,0,0,Monroe,NC,4,6229,0,0,0,0,n,(704) 221-8277,,,,,long,
965,Capps Printing,,0,0,Morehead City,NC,3,0,0,0,0,0,n,(252) 726-1004,(252) 726-6061,,jcapps4102@aol.com,,,Jane
966,Courier Net,,0,0,Morrisville,NC,3,0,0,0,0,0,n,(919) 463-8000,(919) 463-5620,,,,,
967,Island Limo,,0,0,Nags Head,NC,3,0,0,0,0,0,n,(252) 441-5466,,,INFO@ISLANDLIMO.COM,,,
968,Lady Bug Courier,,0,0,Nakina,NC,3,0,0,0,0,0,n,(843) 249-9791,(843) 399-9188,,,,,Karl
969,5 Point Taxi & Limo,,0,0,New Bern,NC,2,0,0,0,0,0,n,(252) 617-3184,(252) 672-0006,,,,"$$$$, William Barrett, 506 Kilmarnock St, New Bern, NC, 28560",Ricky
970,A to Z Taxi,,0,0,New Bern,NC,3,0,0,0,0,0,n,(252) 631-0111,,,,,,
971,Errand Maven Courier,,35.1085062,-77.0499195,New Bern,NC,3,0,0,0,0,0,n,(252) 672-0003,,,,,,
972,Errands Plus,,0,0,Oriental,NC,3,0,0,0,0,0,n,(252) 617-0990,,,,,,Rich
973,American Expediting Company,,0,0,Raleigh,NC,5,0,1,0,0,0,n,(919) 788-0516,(919) 788-8238,,,,,Veronica-Adam
974,Courier Net,,0,0,Raleigh,NC,5,0,0,0,0,0,n,(919) 463-8000,,#15069,,,,
975,Dash,,0,0,Raleigh,NC,3,0,1,0,0,0,n,,,,,,,
976,Envoy Courier,,0,0,Raleigh,NC,3,0,0,0,0,0,n,(800) 356-1415,,,,,,mike
977,Removers Inc,,0,0,Raleigh,NC,3,0,0,0,0,0,n,(919) 201-2003,(888) 210-9914,,,,14+16',
978,Ultimate Delivery Solutions,,0,0,Raleigh ,NC,3,0,0,0,0,0,"t,v",(919) 250-0766,(919) 882-1500,,deliverysolutions@mindspring.com,,,
979,Wheelers Trucking,,0,0,Raleigh ,NC,3,0,0,0,0,0,t,(785) 393-5539,,,,,straight,Wayne
980,Advance Delivery Service,,0,0,Rocky Mount,NC,2,0,0,0,0,0,v,(252) 985-2874,(252) 985-2874,,,252-452-8198,$$$$,Tim Kennedy
981,Professional Errand Services,,0,0,Stanley,NC,3,0,0,0,0,0,n,(704) 760-0979,(704) 827-8494,,,,,John
982,FreedomTaxi,,0,0,Sylva,NC,3,0,0,0,0,0,n,(828) 226-4208,,,,,,
983,Clico,,0,0,Washington,NC,3,0,0,0,0,0,n,(252) 946-0698,,,,252-943-8253,,
984,American Expediting,,0,0,Wilmington,NC,3,0,1,0,0,0,n,(919) 788-0516,(919) 788-8238,,,,,
985,Capps Printing,,0,0,Wilmington,NC,3,0,0,0,0,0,n,(252) 726-1004,(252) 726-6061,,jcapps4102@aol.com,,,Jane
986,J&C Delivery,,0,0,Wilmington,NC,3,0,0,0,0,0,n,(910) 799-3277,(910) 799-3271,,,c: 910-612-0764,,Jeff
987,Velox,,0,0,Wilmington,NC,5,0,0,0,0,0,n,(877) 835-6946,,,dispatch@veloxexpress.com,,,
988,Karsee Logistics,,0,0,Wilson,NC,3,0,0,0,0,0,n,(252) 290-5906,,,,,,
989,Archangels,,0,0,Winston-Salem,NC,3,0,0,0,0,0,n,(336) 668-9808,(336) 668-9921,,levi@aatransitinc.com,336-794-9750,fka Triad,Mary
990,C & C,,0,0,Winston-Salem,NC,4,0,0,0,0,0,n,(336) 454-0411,(336) 315-2218,,candccourier@aol.com,,,
991,Dean Smith,,0,0,Winston-Salem,NC,3,0,0,0,0,0,n,(443) 336-8071,,,,336-310-4351,long,
992,Wayne Delivery,,0,0,Winston-Salem,NC,3,0,0,0,0,0,n,(336) 403-0371,,,waynedelivers1@gmail.com,,,
993,Waynes Delivery Service,,0,0,Winston-Salem,NC,3,0,0,0,0,0,n,(336) 403-0371,,,waynedelivers@aol.com,,,Wayne
994,Courtesy Transportation,,0,0,Winterville,NC,3,0,0,0,0,0,n,(252) 757-1758,,,,,,Israel
995,Ardel-Coach America,,0,0,Bismarck,ND,3,0,0,0,0,0,n,(877) 523-2123,(701) 258-7393,,,,,
996,Crosscountry Courier,,0,0,Bismarck,ND,3,0,0,0,0,0,n,(701) 282-7551,(701) 223-8588,,,,,Tim Kennedy
997,Taxi 9000 - Schumaker Taxi,,0,0,Bismarck,ND,4,0,0,0,0,0,n,(701) 223-9000,(701) 258-7393,,bismarck.dispatch@taxi9000.com,,,
998,TJ Couriers,,0,0,Bismarck,ND,2,0,0,0,0,0,n,(701) 530-9615,,,,,$$$,
999,Lyles Moving,,0,0,Burlington,ND,3,0,0,0,0,0,n,(701) 852-5269,,,,,AGS jobs,
1000,All Pro Moving,,0,0,Casstleton,ND,3,0,0,0,0,0,n,(916) 276-6157,,,,701-630-5584,,
1001,Capital Express,,0,0,Fargo,ND,3,0,0,0,0,0,n,(701) 293-1709,,#6824,,,,
1002,Crosscountry Courier,,0,0,Fargo,ND,3,0,0,0,0,0,n,(800) 521-0287,,,,,,
1003,Dennie's Delivery Service,,0,0,Grand Forks,ND,3,0,0,0,0,0,n,(701) 775-9401,(701) 775-9401,,DENNIES@MIDCO.NET,c: 701-740-4551,,John
1004,Grand Forks Taxi,,0,0,Grand Forks,ND,3,0,0,0,0,0,n,(701) 775-8294,,,,,,
1005,S&S Taxi,,0,0,Grand Forks,ND,3,0,0,0,0,0,n,(701) 772-4142,,,,c: 218-791-4202,,
1006,Last Leg Taxi,,46.9040215,-98.7083405,Jamestown,ND,3,0,0,0,0,0,n,(701) 320-2456,,,,,,
1007,TJ Couriers,,0,0,Mandan,ND,3,0,0,0,0,0,t,(701) 530-9615,(701) 530-2145,,,,also flat bed,
1008,Magic City Courier,,48.230722,-101.3057712,Minot,ND,3,0,0,0,0,0,n,(701) 833-0637,(701) 852-5938,,,,after 3,Larry
1009,Schumaker Taxi,,0,0,Minot,ND,3,0,0,0,0,0,n,(701) 852-9000,(701) 852-8025,,,,,
1010,Dean's Cab,,0,0,Crofton,NE,3,0,0,0,0,0,n,(605) 665-4551,-,,,,,Galen Zimmerman
1011,On trac,,0,0,Grand Island,NE,3,0,0,0,0,0,n,(800) 755-0757,(402) 434-2751,,,402-434-2750,,
1012,J&M Limo,,0,0,Kearney,NE,3,0,0,0,0,0,n,(308) 237-3940,(308) 237-0582,,jminv47@charter.net,,$$$,Gerry
1013,Kearney Cab,,0,0,Kearney,NE,3,0,0,0,0,0,n,(308) 234-6725,,,,o: 308-627-7597,,Dan
1014,Capital Express ,,0,0,Lincoln,NE,3,0,0,0,0,0,n,(402) 592-9062,,,ops@capitalexpress.biz,,,
1015,Johnny on the Spot,,0,0,Lincoln,NE,3,0,0,0,0,0,n,(402) 475-9374,,,,,,
1016,On Trac,,0,0,Lincoln,NE,5,0,0,0,0,0,n,(800) 755-0757,(402) 434-2751,#100662,Lincoln_Customer_Service@OnTrac.com,,,Pat 
1017,Checker Cab,,0,0,Norfolk,NE,5,0,0,0,0,0,n,(402) 371-8252,(402) 371-1999,,,a: 402-371-5800,,Connie
1018,Capital Express,,0,0,Omaha,NE,3,0,0,0,0,0,n,(816) 920-7500,,#46817,dispatch@capitalexpress.biz,,,
1019,"Express Messenger Systems, Inc.",,0,0,Omaha,NE,3,0,0,0,0,0,n,(800) 755-0757,(402) 434-2751,,,,,
1020,On Trac,,41.2123169,-95.956825,Omaha,NE,5,0,0,0,0,0,n,(800) 736-8310,(402) 734-0854,#100670,,,,John
1021,Sprint,,0,0,Omaha,NE,3,0,0,0,0,0,n,(402) 690-2014,,,,,,Mark
1022,Sprint Delivery,,41.2504618,-95.9368014,Omaha,NE,3,0,0,0,0,0,n,(402) 690-2014,,,,,,
1023,Stephen Newman,,0,0,Omaha,NE,4,6236,0,0,0,0,n,(402) 880-3254,,,,,only routes,
1024,Granite State Shuttle,,0,0,Dover,NH,3,0,0,0,0,0,n,(603) 516-9222,,,dispatch@granitestateshuttle.com,,,
1025,Northeast Expediting,,43.0500509,-71.0740557,Epping,NH,3,0,0,0,0,0,n,(603) 679-8900,(603) 679-8888,,,,,Dean
1026,Call A Courier,,0,0,Hookset,NH,5,0,0,0,0,0,n,(603) 206-5533,(603) 297-0037,,mgurall@callacourierinc.com,,MHT,Mike Gurall
1027,Craig's Taxi,,43.5278546,-71.4703509,Laconia,NH,3,0,0,0,0,0,n,(603) 528-3488,,,,,,
1028,Apex,,0,0,Lebanon,NH,3,0,0,0,0,0,n,(603) 252-8294,,,,,,
1029,Door to Door,,0,0,Lebanon,NH,3,0,0,0,0,0,n,(603) 996-1522,,,doortodoordrivingservices@gmail.com,,,
1030,Dave's taxi,,0,0,Littleton,NH,3,0,0,0,0,0,n,(603) 444-0407,,,,,,Dave
1031,Bullet Courier,,0,0,Manchester,NH,3,0,0,0,0,0,n,(617) 678-4662,,,,,,
1032,Green Mountain Messenger,,0,0,Manchester,NH,3,0,0,0,0,0,n,(603) 626-7120,,,mht@shipgmm.com,,,
1033,St. Jean Courier Service,,42.9345946,-71.4457433,Manchester,NH,3,0,0,0,0,0,n,(603) 759-1051,,,,,,
1034,Marc Schneiderman,,0,0,Milford,NH,3,0,0,0,0,0,n,(603) 897-5474,(603) 249-8807,,lindmunroe@comcast.net,,CDL Lisence,
1035,Express It,,0,0,Portsmouth,NH,3,0,0,0,0,0,n,(617) 242-8181,,,,"603-765-7845, 603-964-5230",fka Running Man,
1036,Atlantic City Taxi,,0,0,Atlantic City,NJ,3,0,0,0,0,0,n,(609) 344-2227,,,,,,
1037,Vincent Meghdir,,0,0,Belvidere,NJ,4,6234,0,0,0,0,n,(732) 763-9200,,,,,long,
1038,DC Express,,0,0,Budd Lake,NJ,3,0,0,0,0,0,n,(973) 989-5000,(973) 366-6832,#1269,,,,
1039,Trans Metro,,0,0,Carlstadt,NJ,3,0,0,0,0,0,t,(732) 775-6713,(732) 775-8589,,,,,
1040,Garden State Trucking,,0,0,Cranbury,NJ,3,0,0,0,0,0,t,(609) 409-7733,(609) 409-8585,,,c: 347-683-8020,,Gene Lamberti
1041,DC Express,,0,0,Dover,NJ,3,0,0,0,0,0,n,(973) 989-5000,,,,,Paramus+Marlton,
1042,Priority Express,,0,0,E Brunswick,NJ,3,0,0,0,0,0,n,(732) 254-7878,(732) 254-8808,,,,terrible service,Anthony
1043,Everready Express,,0,0,E Rutherford,NJ,2,0,0,0,0,0,n,(972) 928-8998,(201) 460-0011,#2097,,,$$$$ last resort,Keith
1044,Metserv Courier & Trucking,,0,0,E Rutherford,NJ,3,0,0,0,0,0,"c,t",(888) 278-3619,(973) 767-1131,,,,,
1045,Jet Messenger Service,,0,0,Edison,NJ,3,0,0,0,0,0,n,(800) 225-5538,(609) 860-5611,#1091,,,,Carl
1046,A&A Messenger,,0,0,Flemington,NJ,4,0,0,0,0,0,n,(908) 237-1111,,,,800-938-9510,,Bob
1047,Roadrunner of Mercer County,,0,0,Hamilton,NJ,4,0,0,0,0,0,n,(609) 838-1100,(609) 838-1620,,,,,
1048,George's Express,,0,0,Hawthorne,NJ,3,0,0,0,0,0,n,(973) 427-6112,(973) 427-0878,,,,,George Alvarez
1049,Quality Assurance Transportation,,0,0,Hawthorne,NJ,3,0,0,0,0,0,t,(201) 452-3253,(201) 488-3439,,mjaloudi@gmail.com,,,Mohamed
1050,Ren Courier Services,,40.7187089,-74.0902035,Jersey City,NJ,3,0,0,0,0,0,n,(201) 759-5422,,,,,,
1051,Sonic Express (J&B),,0,0,Jersey City,NJ,4,0,0,0,0,0,n,(201) 344-5469,(862) 237-9589,,sonicexpresscourierllc@yahoo.com,,,Teproh
1052,Jersey Shore Courier,,0,0,Lakewood,NJ,4,0,0,0,0,0,n,(800) 704-8335,(732) 901-1144,,info@jerseyshorecourier.net,,,
1053,Roadrunner,,0,0,Lakewood,NJ,2,0,0,0,0,0,n,(732) 364-0440,,,,Daniel: 848-333-9779,$$$$,
1054,Snap express,,0,0,Linden,NJ,3,0,0,0,0,0,n,(917) 817-3873,(908) 486-8020,,,a: 646-641-5004,,Al Melino
1055,General Messenger Service,,0,0,Morris Plains,NJ,3,0,0,0,0,0,n,(973) 533-9185,(973) 538-6019,,,,,Klaus
1056,24-7 Courier Services,,0,0,Mountainside,NJ,1,0,0,0,0,0,"c,v",(908) 232-7223,(908) 232-7224,,,,,Al 
1057,Package Humpers,,39.993693,-74.7917766,Mt. Holly,NJ,3,0,0,0,0,0,n,(609) 227-7619,,,thepackagehumpers@yahoo.com,609-334-4000,,Kenneth Powell
1058,Colt Express,,40.7585354,-74.2047929,New Jersey,NJ,3,0,0,0,0,0,n,(516) 486-7117,(516) 486-6239,,,,,Stewart
1059,American Expediting,,0,0,Newark,NJ,4,0,1,0,0,0,n,(908) 810-8050,(908) 810-8613,#15095,,,, 
1060,GNA Expedited,,0,0,Newark,NJ,3,0,0,0,0,0,t,(866) 657-4530,,,,,,
1061,One Source Logistic,,0,0,Newark,NJ,3,0,0,0,0,0,t,(973) 574-2050,(973) 574-2060,,,,,
1062,Priority Express,,0,0,Newark,NJ,3,0,0,0,0,0,n,(877) 859-3278,,#9923,,,terrible service,Anthony Abbott
1063,Sonic Express (J&B),,0,0,Newark,NJ,4,0,1,0,0,0,n,(201) 344-5469,(862) 237-9589,,sonicexpresscourierllc@yahoo.com,,,Teporoh
1064,Beach Cab & Courier,,0,0,Northfield,NJ,3,0,0,0,0,0,n,(877) 680-0050,(609) 266-2577,,,,,Alison
1065,Flash Courier,,0,0,Parsippany,NJ,3,0,0,0,0,0,n,(973) 227-1099,,,,,,
